"aca.fav","state","race","income","sex","sex.race","age","education","month","year","polling.org"
1,"IL","Black","less than $20,000","Female","Female.Black","45-64","less than a high school education","November","2013","Kaiser"
0,"MD","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Male","Male.Hispanic","45-64","high school graduate","November","2013","Kaiser"
1,"CT","White","$40,000-$75,000","Male","Male.White","65+","some college","November","2013","Kaiser"
1,"TX","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","less than a high school education","November","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"OK","White","$20,000-$40,000","Male","Male.White","18-29","some college","November","2013","Kaiser"
0,"WA","White","$75,000+","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"OH","White","$40,000-$75,000","Male","Male.White","18-29","some college","November","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
1,"NJ","Hispanic","less than $20,000","Male","Male.Hispanic","18-29","less than a high school education","November","2013","Kaiser"
1,"GA","Hispanic","$20,000-$40,000","Female","Female.Hispanic","30-44","less than a high school education","November","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Female","Female.White","45-64","less than a high school education","November","2013","Kaiser"
1,"FL","Black","$40,000-$75,000","Male","Male.Black","30-44","some college","November","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","high school graduate","November","2013","Kaiser"
1,"FL","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","less than a high school education","November","2013","Kaiser"
0,"VA","Other","$75,000+","Male","Male.Other","65+","postgraduate","November","2013","Kaiser"
1,"WA","White","$40,000-$75,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Female","Female.White","30-44","some college","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
1,"ID","White","$20,000-$40,000","Male","Male.White","18-29","high school graduate","November","2013","Kaiser"
0,"IA","Hispanic","$20,000-$40,000","Female","Female.Hispanic","30-44","some college","November","2013","Kaiser"
1,"NV","Hispanic","$40,000-$75,000","Female","Female.Hispanic","65+","less than a high school education","November","2013","Kaiser"
1,"IA","White","$75,000+","Male","Male.White","18-29","some college","November","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
1,"NY","Black","$40,000-$75,000","Female","Female.Black","18-29","high school graduate","November","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
0,"IL","Hispanic","$20,000-$40,000","Male","Male.Hispanic","18-29","high school graduate","November","2013","Kaiser"
0,"NY","White","$75,000+","Male","Male.White","30-44","postgraduate","November","2013","Kaiser"
1,"NY","Hispanic","$20,000-$40,000","Female","Female.Hispanic","18-29","some college","November","2013","Kaiser"
1,"PA","White","$75,000+","Male","Male.White","45-64","some college","November","2013","Kaiser"
1,"MA","Hispanic","$20,000-$40,000","Male","Male.Hispanic","18-29","high school graduate","November","2013","Kaiser"
1,"NY","Hispanic","less than $20,000","Female","Female.Hispanic","30-44","some college","November","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Male","Male.White","18-29","some college","November","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
0,"AZ","White","$40,000-$75,000","Male","Male.White","18-29","some college","November","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","less than a high school education","November","2013","Kaiser"
1,"NY","White","$75,000+","Female","Female.White","30-44","college graduate","November","2013","Kaiser"
1,"NM","White","less than $20,000","Male","Male.White","18-29","high school graduate","November","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"TX","Hispanic","$75,000+","Male","Male.Hispanic","18-29","some college","November","2013","Kaiser"
1,"WA","White","less than $20,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"AZ","White","$75,000+","Male","Male.White","30-44","less than a high school education","November","2013","Kaiser"
0,"CO","Hispanic","$20,000-$40,000","Male","Male.Hispanic","18-29","high school graduate","November","2013","Kaiser"
0,"IN","Black","$20,000-$40,000","Female","Female.Black","45-64","some college","November","2013","Kaiser"
0,"UT","White","$40,000-$75,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"PA","White","less than $20,000","Female","Female.White","30-44","less than a high school education","November","2013","Kaiser"
1,"MS","White","$75,000+","Female","Female.White","18-29","college graduate","November","2013","Kaiser"
0,"NY","White","$75,000+","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
1,"AL","White","$20,000-$40,000","Female","Female.White","30-44","some college","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","Male.White","18-29","high school graduate","November","2013","Kaiser"
1,"IN","White","$40,000-$75,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"NC","Hispanic","less than $20,000","Male","Male.Hispanic","30-44","high school graduate","November","2013","Kaiser"
0,"CT","White","$40,000-$75,000","Male","Male.White","18-29","high school graduate","November","2013","Kaiser"
0,"SC","White","$40,000-$75,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"FL","White","less than $20,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"CA","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
1,"IN","White","$40,000-$75,000","Male","Male.White","18-29","postgraduate","November","2013","Kaiser"
1,"FL","White","$20,000-$40,000","Female","Female.White","18-29","some college","November","2013","Kaiser"
1,"FL","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"NV","White","$75,000+","Female","Female.White","30-44","high school graduate","November","2013","Kaiser"
0,"MI","Black","less than $20,000","Male","Male.Black","45-64","less than a high school education","November","2013","Kaiser"
1,"CA","White","$20,000-$40,000","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
0,"NM","White","$75,000+","Female","Female.White","30-44","college graduate","November","2013","Kaiser"
1,"TX","Hispanic","less than $20,000","Female","Female.Hispanic","18-29","high school graduate","November","2013","Kaiser"
1,"MD","Black","$20,000-$40,000","Female","Female.Black","30-44","postgraduate","November","2013","Kaiser"
0,"ID","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"IL","White","$40,000-$75,000","Male","Male.White","18-29","high school graduate","November","2013","Kaiser"
1,"MA","White","$40,000-$75,000","Female","Female.White","30-44","postgraduate","November","2013","Kaiser"
0,"VA","White","$75,000+","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"CA","White","$75,000+","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Male","Male.White","30-44","some college","November","2013","Kaiser"
0,"ND","White","less than $20,000","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
1,"MS","White","less than $20,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"AZ","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"MO","Black","less than $20,000","Male","Male.Black","30-44","high school graduate","November","2013","Kaiser"
1,"TX","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"VA","Hispanic","less than $20,000","Male","Male.Hispanic","18-29","less than a high school education","November","2013","Kaiser"
0,"VA","White","$75,000+","Male","Male.White","18-29","some college","November","2013","Kaiser"
0,"CA","Black","$75,000+","Male","Male.Black","30-44","college graduate","November","2013","Kaiser"
0,"FL","Hispanic","$40,000-$75,000","Male","Male.Hispanic","30-44","high school graduate","November","2013","Kaiser"
1,"FL","Black","less than $20,000","Female","Female.Black","30-44","high school graduate","November","2013","Kaiser"
1,"IA","White","$75,000+","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
0,"IL","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","November","2013","Kaiser"
0,"FL","Other","$75,000+","Male","Male.Other","45-64","some college","November","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"GA","White","$75,000+","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
1,"FL","Hispanic","less than $20,000","Female","Female.Hispanic","65+","high school graduate","November","2013","Kaiser"
1,"WI","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"WA","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"AL","White","less than $20,000","Female","Female.White","30-44","some college","November","2013","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"VT","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"PA","Black","$40,000-$75,000","Female","Female.Black","45-64","postgraduate","November","2013","Kaiser"
0,"OK","White","less than $20,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"NJ","Hispanic","$40,000-$75,000","Male","Male.Hispanic","30-44","postgraduate","November","2013","Kaiser"
0,"NM","White","$40,000-$75,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","18-29","high school graduate","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"CA","Hispanic","less than $20,000","Male","Male.Hispanic","65+","less than a high school education","November","2013","Kaiser"
0,"VA","White","$75,000+","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
0,"NC","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"SD","White","$40,000-$75,000","Female","Female.White","30-44","college graduate","November","2013","Kaiser"
0,"TX","White","less than $20,000","Female","Female.White","18-29","high school graduate","November","2013","Kaiser"
1,"NC","Black","less than $20,000","Female","Female.Black","30-44","less than a high school education","November","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","November","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Male","Male.White","18-29","some college","November","2013","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","18-29","some college","November","2013","Kaiser"
1,"NY","Black","$75,000+","Male","Male.Black","45-64","postgraduate","November","2013","Kaiser"
0,"CA","White","$75,000+","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"NE","White","$75,000+","Female","Female.White","18-29","some college","November","2013","Kaiser"
